timestamp,open,high,low,close,volume
2019-11-18 09:56:00,149.5300,149.5352,149.5300,149.5352,39649
2019-11-18 09:55:00,149.5600,149.5600,149.5300,149.5400,39697
2019-11-18 09:54:00,149.5600,149.5600,149.5380,149.5380,35661
2019-11-18 09:53:00,149.4800,149.5700,149.4800,149.5700,34667
2019-11-18 09:52:00,149.5000,149.5000,149.4803,149.4803,35819
2019-11-18 09:51:00,149.4900,149.4950,149.4900,149.4950,40610
2019-11-18 09:50:00,149.4900,149.5100,149.4800,149.4800,99785
2019-11-18 09:49:00,149.4900,149.4900,149.4900,149.4900,75205
2019-11-18 09:48:00,149.4800,149.4800,149.4589,149.4589,54676
2019-11-18 09:47:00,149.5000,149.5000,149.4850,149.4850,91959
2019-11-18 09:46:00,149.3000,149.4500,149.3000,149.4500,95375
2019-11-18 09:45:00,149.2500,149.2500,149.1555,149.2048,96866
2019-11-18 09:44:00,149.3700,149.3700,149.2500,149.2500,71993
2019-11-18 09:43:00,149.4100,149.4200,149.3959,149.3959,73746
2019-11-18 09:42:00,149.4700,149.4700,149.3990,149.3990,53887
2019-11-18 09:41:00,149.4900,149.4900,149.4600,149.4600,135448
2019-11-18 09:40:00,149.6948,149.6948,149.5800,149.5800,70598
2019-11-18 09:39:00,149.8000,149.8000,149.7000,149.7000,68431
2019-11-18 09:38:00,149.7400,149.7858,149.7300,149.7858,51952
2019-11-18 09:37:00,149.7600,149.7600,149.7100,149.7100,108911
2019-11-18 09:36:00,149.9700,149.9700,149.7900,149.7900,97931
2019-11-18 09:35:00,149.8299,149.9000,149.8299,149.9000,74964
2019-11-18 09:34:00,149.8700,150.0200,149.8200,149.9400,94054
2019-11-18 09:33:00,149.8601,149.9200,149.8000,149.8700,72302
2019-11-18 09:32:00,149.8600,149.9900,149.7900,149.9000,92263
2019-11-18 09:31:00,150.0700,150.1600,149.7600,149.8400,1121633
2019-11-15 16:00:00,149.8000,150.0000,149.6900,149.9500,896258
2019-11-15 15:59:00,149.8250,149.8400,149.7800,149.8100,158740
2019-11-15 15:58:00,149.7400,149.8300,149.7300,149.8300,174401
2019-11-15 15:57:00,149.7200,149.7700,149.7100,149.7400,127407
2019-11-15 15:56:00,149.8200,149.8800,149.7100,149.7150,159229
2019-11-15 15:55:00,149.7800,149.8200,149.6900,149.8150,270051
2019-11-15 15:54:00,149.7050,149.8050,149.6950,149.7850,112057
2019-11-15 15:53:00,149.6750,149.7200,149.6700,149.7000,87681
2019-11-15 15:52:00,149.6700,149.7000,149.6500,149.6800,75740
2019-11-15 15:51:00,149.6100,149.7200,149.6000,149.6671,163872
2019-11-15 15:50:00,149.6300,149.6400,149.6000,149.6050,62006
2019-11-15 15:49:00,149.6050,149.6400,149.6000,149.6400,233357
2019-11-15 15:48:00,149.5750,149.6400,149.5700,149.6100,102723
2019-11-15 15:47:00,149.5100,149.5900,149.5050,149.5700,71703
2019-11-15 15:46:00,149.5398,149.5464,149.5000,149.5050,77045
2019-11-15 15:45:00,149.5200,149.5400,149.4850,149.5400,41070
2019-11-15 15:44:00,149.4500,149.5300,149.4401,149.5200,56574
2019-11-15 15:43:00,149.4500,149.4500,149.4250,149.4450,32143
2019-11-15 15:42:00,149.4250,149.4500,149.4200,149.4450,64167
2019-11-15 15:41:00,149.4650,149.4700,149.4000,149.4250,59691
2019-11-15 15:40:00,149.4650,149.4800,149.4450,149.4700,26750
2019-11-15 15:39:00,149.4750,149.5000,149.4500,149.4650,50144
2019-11-15 15:38:00,149.4300,149.4784,149.4200,149.4700,66523
2019-11-15 15:37:00,149.4040,149.4300,149.3943,149.4200,43137
2019-11-15 15:36:00,149.3826,149.4200,149.3800,149.4050,48208
2019-11-15 15:35:00,149.3500,149.3900,149.3400,149.3800,43088
2019-11-15 15:34:00,149.3858,149.3900,149.3300,149.3400,56570
2019-11-15 15:33:00,149.4254,149.4254,149.3700,149.3850,34223
2019-11-15 15:32:00,149.4300,149.4400,149.3850,149.4250,55015
2019-11-15 15:31:00,149.4905,149.5050,149.4200,149.4200,32840
2019-11-15 15:30:00,149.4800,149.5100,149.4600,149.4890,39800
2019-11-15 15:29:00,149.5325,149.5340,149.4700,149.4700,31877
2019-11-15 15:28:00,149.5478,149.5500,149.5200,149.5300,20933
2019-11-15 15:27:00,149.5500,149.5600,149.5200,149.5400,21717
2019-11-15 15:26:00,149.5250,149.5500,149.5000,149.5466,26815
2019-11-15 15:25:00,149.4600,149.5200,149.4600,149.5200,28080
2019-11-15 15:24:00,149.5000,149.5000,149.4300,149.4550,29529
2019-11-15 15:23:00,149.5102,149.5278,149.4800,149.4850,46660
2019-11-15 15:22:00,149.5900,149.6000,149.5100,149.5150,47005
2019-11-15 15:21:00,149.6300,149.6400,149.5700,149.5800,49073
2019-11-15 15:20:00,149.6400,149.6400,149.6150,149.6250,30985
2019-11-15 15:19:00,149.6600,149.6600,149.6400,149.6400,18421
2019-11-15 15:18:00,149.6550,149.6699,149.6500,149.6600,13772
2019-11-15 15:17:00,149.6500,149.6600,149.6400,149.6558,27568
2019-11-15 15:16:00,149.6400,149.6800,149.6300,149.6550,26897
2019-11-15 15:15:00,149.6500,149.6600,149.6400,149.6500,20672
2019-11-15 15:14:00,149.6300,149.6468,149.6200,149.6450,10235
2019-11-15 15:13:00,149.6300,149.6400,149.6200,149.6232,19667
2019-11-15 15:12:00,149.6150,149.6400,149.6150,149.6270,17522
2019-11-15 15:11:00,149.6200,149.6500,149.6100,149.6150,22795
2019-11-15 15:10:00,149.6100,149.6300,149.6050,149.6157,21760
2019-11-15 15:09:00,149.6500,149.6500,149.6100,149.6100,21984
2019-11-15 15:08:00,149.6250,149.6400,149.6050,149.6400,58523
2019-11-15 15:07:00,149.6450,149.6500,149.6200,149.6250,23028
2019-11-15 15:06:00,149.6650,149.6650,149.6400,149.6500,16779
2019-11-15 15:05:00,149.6800,149.6900,149.6550,149.6550,36446
2019-11-15 15:04:00,149.6448,149.6701,149.6448,149.6700,32761
2019-11-15 15:03:00,149.6350,149.6500,149.6300,149.6500,11778
2019-11-15 15:02:00,149.6358,149.6550,149.6300,149.6311,15195
2019-11-15 15:01:00,149.6570,149.6570,149.6100,149.6300,26053
2019-11-15 15:00:00,149.6400,149.6700,149.6400,149.6500,29393
2019-11-15 14:59:00,149.6150,149.6400,149.6100,149.6400,12401
2019-11-15 14:58:00,149.6141,149.6270,149.6000,149.6200,20506
2019-11-15 14:57:00,149.6250,149.6400,149.6200,149.6200,14850
2019-11-15 14:56:00,149.6300,149.6300,149.6050,149.6250,12816
2019-11-15 14:55:00,149.6350,149.6400,149.6200,149.6300,23491
2019-11-15 14:54:00,149.6280,149.6300,149.6200,149.6250,14230
2019-11-15 14:53:00,149.6150,149.6231,149.6050,149.6200,13445
2019-11-15 14:52:00,149.6100,149.6196,149.6000,149.6150,15351
2019-11-15 14:51:00,149.6037,149.6200,149.5900,149.6100,18911
2019-11-15 14:50:00,149.6100,149.6200,149.5900,149.6087,13461
2019-11-15 14:49:00,149.6200,149.6200,149.6000,149.6100,15806
2019-11-15 14:48:00,149.5900,149.6158,149.5900,149.6158,6985
2019-11-15 14:47:00,149.6045,149.6100,149.5800,149.5900,16650
2019-11-15 14:46:00,149.6300,149.6400,149.5800,149.6050,17980
2019-11-15 14:45:00,149.5602,149.6400,149.5602,149.6400,31585
2019-11-15 14:44:00,149.5400,149.5600,149.5400,149.5500,16553
2019-11-15 14:43:00,149.5700,149.5700,149.5300,149.5500,19329
2019-11-15 14:42:00,149.5600,149.5800,149.5600,149.5700,24022
2019-11-15 14:41:00,149.5200,149.5500,149.5100,149.5500,11809
2019-11-15 14:40:00,149.4800,149.5279,149.4700,149.5150,40438
2019-11-15 14:39:00,149.5000,149.5000,149.4700,149.4761,37691
2019-11-15 14:38:00,149.5150,149.5200,149.4900,149.5050,34944
2019-11-15 14:37:00,149.5200,149.5200,149.5000,149.5150,11825
2019-11-15 14:36:00,149.5100,149.5255,149.5048,149.5150,17410
2019-11-15 14:35:00,149.5250,149.5300,149.5050,149.5050,22568
2019-11-15 14:34:00,149.5350,149.5487,149.5200,149.5250,16633
2019-11-15 14:33:00,149.5700,149.5750,149.5300,149.5400,21879
2019-11-15 14:32:00,149.5550,149.5800,149.5543,149.5800,23535
2019-11-15 14:31:00,149.5600,149.5800,149.5500,149.5500,13968
2019-11-15 14:30:00,149.5600,149.5800,149.5500,149.5678,19873
2019-11-15 14:29:00,149.5600,149.5700,149.5501,149.5658,14285
2019-11-15 14:28:00,149.5542,149.5800,149.5500,149.5650,14480
2019-11-15 14:27:00,149.6000,149.6000,149.5450,149.5600,24781
2019-11-15 14:26:00,149.6001,149.6300,149.6000,149.6058,11251
2019-11-15 14:25:00,149.6400,149.6470,149.6100,149.6150,11672
2019-11-15 14:24:00,149.6455,149.6600,149.6300,149.6391,18523
2019-11-15 14:23:00,149.6100,149.6700,149.6009,149.6449,14710
2019-11-15 14:22:00,149.5971,149.6300,149.5971,149.6100,11451
2019-11-15 14:21:00,149.6144,149.6200,149.5900,149.5901,19781
2019-11-15 14:20:00,149.6401,149.6401,149.6100,149.6200,12391
2019-11-15 14:19:00,149.6300,149.6600,149.6174,149.6400,19592
2019-11-15 14:18:00,149.6600,149.6700,149.6144,149.6200,16019
2019-11-15 14:17:00,149.6400,149.6600,149.6350,149.6600,18858
2019-11-15 14:16:00,149.6500,149.6500,149.6350,149.6500,14650
2019-11-15 14:15:00,149.6500,149.6500,149.6400,149.6450,23597
2019-11-15 14:14:00,149.6400,149.6500,149.6300,149.6401,23518
2019-11-15 14:13:00,149.6050,149.6500,149.6050,149.6350,38225
2019-11-15 14:12:00,149.5850,149.6100,149.5700,149.6050,30639
2019-11-15 14:11:00,149.5550,149.5900,149.5500,149.5754,19738
2019-11-15 14:10:00,149.5400,149.5656,149.5350,149.5600,11453
2019-11-15 14:09:00,149.5200,149.5450,149.5100,149.5300,16458
2019-11-15 14:08:00,149.5374,149.5500,149.5200,149.5242,21402
2019-11-15 14:07:00,149.5200,149.5700,149.5200,149.5400,50698
2019-11-15 14:06:00,149.5199,149.5300,149.5100,149.5200,15644
2019-11-15 14:05:00,149.5200,149.5250,149.5000,149.5100,10955
2019-11-15 14:04:00,149.5132,149.5200,149.5100,149.5150,14199
2019-11-15 14:03:00,149.4900,149.5150,149.4800,149.5150,9678
2019-11-15 14:02:00,149.4850,149.4900,149.4800,149.4820,17244
2019-11-15 14:01:00,149.4900,149.4950,149.4750,149.4897,15360
2019-11-15 14:00:00,149.5300,149.5300,149.4700,149.4900,61306
2019-11-15 13:59:00,149.5110,149.5300,149.5100,149.5254,18930
2019-11-15 13:58:00,149.5558,149.5600,149.5000,149.5150,37450
2019-11-15 13:57:00,149.5800,149.5800,149.5520,149.5520,12929
2019-11-15 13:56:00,149.5836,149.5900,149.5750,149.5800,8539
2019-11-15 13:55:00,149.5800,149.5900,149.5800,149.5893,9325
2019-11-15 13:54:00,149.6050,149.6100,149.5832,149.5832,12199
2019-11-15 13:53:00,149.6050,149.6152,149.5800,149.6100,19215
2019-11-15 13:52:00,149.5800,149.6100,149.5600,149.6050,18380
2019-11-15 13:51:00,149.5700,149.5900,149.5700,149.5822,15551
2019-11-15 13:50:00,149.5466,149.6000,149.5466,149.5650,11562
2019-11-15 13:49:00,149.5400,149.5650,149.5400,149.5500,26410
2019-11-15 13:48:00,149.5700,149.5800,149.5400,149.5438,19809
2019-11-15 13:47:00,149.6000,149.6000,149.5600,149.5700,12555
2019-11-15 13:46:00,149.5950,149.6099,149.5850,149.6000,9663
2019-11-15 13:45:00,149.6100,149.6250,149.5900,149.6000,25914
2019-11-15 13:44:00,149.6060,149.6200,149.5901,149.6150,17786
2019-11-15 13:43:00,149.6196,149.6250,149.5900,149.6000,15086
2019-11-15 13:42:00,149.6000,149.6200,149.5900,149.6200,15941
2019-11-15 13:41:00,149.5958,149.6200,149.5900,149.5910,11107
2019-11-15 13:40:00,149.6050,149.6098,149.5800,149.5950,12880
2019-11-15 13:39:00,149.5824,149.6000,149.5700,149.6000,18380
2019-11-15 13:38:00,149.6300,149.6300,149.5834,149.5850,41634
2019-11-15 13:37:00,149.6482,149.6700,149.6200,149.6250,18738
2019-11-15 13:36:00,149.6200,149.6500,149.6000,149.6450,13559
2019-11-15 13:35:00,149.6466,149.6500,149.6154,149.6154,19109
2019-11-15 13:34:00,149.6000,149.6453,149.5950,149.6400,16398
2019-11-15 13:33:00,149.5958,149.6000,149.5842,149.5952,10537
2019-11-15 13:32:00,149.5641,149.6000,149.5641,149.6000,10826
2019-11-15 13:31:00,149.5680,149.5800,149.5500,149.5650,15296
2019-11-15 13:30:00,149.5700,149.5900,149.5500,149.5550,22835
2019-11-15 13:29:00,149.5700,149.5900,149.5600,149.5800,12379
2019-11-15 13:28:00,149.5650,149.5700,149.5500,149.5650,17492
2019-11-15 13:27:00,149.5600,149.5700,149.5500,149.5635,11433
2019-11-15 13:26:00,149.5500,149.5693,149.5500,149.5500,11597
2019-11-15 13:25:00,149.5800,149.5800,149.5400,149.5590,18268
2019-11-15 13:24:00,149.6300,149.6300,149.5650,149.5800,20715
2019-11-15 13:23:00,149.6310,149.6400,149.6209,149.6343,8447
2019-11-15 13:22:00,149.6700,149.6800,149.6300,149.6322,18311
2019-11-15 13:21:00,149.6822,149.6850,149.6500,149.6650,14767
2019-11-15 13:20:00,149.6750,149.7100,149.6693,149.6800,44567
2019-11-15 13:19:00,149.6300,149.6750,149.6200,149.6700,16401
2019-11-15 13:18:00,149.6636,149.6636,149.6112,149.6200,17017
2019-11-15 13:17:00,149.6400,149.6700,149.6200,149.6700,19987
2019-11-15 13:16:00,149.5950,149.6450,149.5900,149.6350,44970
2019-11-15 13:15:00,149.5800,149.6000,149.5800,149.5950,14056
2019-11-15 13:14:00,149.5600,149.5800,149.5600,149.5700,14828
2019-11-15 13:13:00,149.5600,149.5700,149.5500,149.5538,13861
2019-11-15 13:12:00,149.5544,149.5700,149.5500,149.5580,12176
2019-11-15 13:11:00,149.5450,149.5554,149.5400,149.5535,12039
2019-11-15 13:10:00,149.5372,149.5400,149.5300,149.5400,9923
2019-11-15 13:09:00,149.5600,149.5600,149.5300,149.5300,19364
2019-11-15 13:08:00,149.5800,149.5800,149.5533,149.5600,24082
2019-11-15 13:07:00,149.5750,149.5850,149.5744,149.5750,13555
2019-11-15 13:06:00,149.5750,149.5850,149.5600,149.5800,47779
2019-11-15 13:05:00,149.6300,149.6300,149.5748,149.5748,15577
2019-11-15 13:04:00,149.5550,149.6300,149.5499,149.6300,22930
2019-11-15 13:03:00,149.5850,149.5900,149.5500,149.5500,13152
2019-11-15 13:02:00,149.6200,149.6300,149.5750,149.5900,25564
2019-11-15 13:01:00,149.6400,149.6400,149.6100,149.6150,11223
2019-11-15 13:00:00,149.6300,149.6600,149.6300,149.6300,13998
2019-11-15 12:59:00,149.6300,149.6400,149.6050,149.6300,30086
2019-11-15 12:58:00,149.6148,149.6500,149.6000,149.6343,33150
2019-11-15 12:57:00,149.6700,149.6900,149.6100,149.6200,32156
2019-11-15 12:56:00,149.6900,149.6900,149.6700,149.6700,19346
2019-11-15 12:55:00,149.7000,149.7200,149.6800,149.6934,26512
2019-11-15 12:54:00,149.7632,149.7700,149.6800,149.6910,58863
2019-11-15 12:53:00,149.7900,149.8400,149.7600,149.7620,48690
2019-11-15 12:52:00,149.8300,149.8400,149.7800,149.7950,25421
2019-11-15 12:51:00,149.8500,149.8500,149.7800,149.8300,46033
2019-11-15 12:50:00,149.8472,149.8500,149.8200,149.8400,16917
2019-11-15 12:49:00,149.8000,149.8500,149.7700,149.8400,27626
2019-11-15 12:48:00,149.7975,149.8300,149.7900,149.8067,28269
2019-11-15 12:47:00,149.8062,149.8132,149.7731,149.8000,23896
2019-11-15 12:46:00,149.7700,149.8200,149.7363,149.8036,32944
2019-11-15 12:45:00,149.7300,149.7800,149.7100,149.7600,59737
2019-11-15 12:44:00,149.6800,149.7500,149.6800,149.7400,35702
2019-11-15 12:43:00,149.6500,149.6900,149.6300,149.6900,13954
2019-11-15 12:42:00,149.6100,149.6500,149.6050,149.6500,16585
2019-11-15 12:41:00,149.6400,149.6400,149.6000,149.6099,10101
2019-11-15 12:40:00,149.6543,149.6550,149.6350,149.6500,17232
2019-11-15 12:39:00,149.6617,149.6617,149.6200,149.6600,16137
2019-11-15 12:38:00,149.6775,149.6800,149.6500,149.6650,19614
2019-11-15 12:37:00,149.7299,149.7300,149.6600,149.6797,32873
2019-11-15 12:36:00,149.7200,149.7265,149.7100,149.7250,9817
2019-11-15 12:35:00,149.6932,149.7350,149.6932,149.7200,33273
2019-11-15 12:34:00,149.6795,149.7000,149.6600,149.6905,12098
2019-11-15 12:33:00,149.6600,149.6900,149.6500,149.6750,22406
2019-11-15 12:32:00,149.6600,149.6889,149.6446,149.6700,25971
2019-11-15 12:31:00,149.6200,149.6750,149.6000,149.6600,45104
2019-11-15 12:30:00,149.5500,149.6500,149.5200,149.6200,95307
2019-11-15 12:29:00,149.5950,149.6000,149.5500,149.5542,22144
2019-11-15 12:28:00,149.5950,149.6100,149.5746,149.5982,17956
2019-11-15 12:27:00,149.6000,149.6046,149.5897,149.6000,14734
2019-11-15 12:26:00,149.5800,149.6013,149.5500,149.6000,24874
2019-11-15 12:25:00,149.5954,149.6000,149.5700,149.5700,17572
2019-11-15 12:24:00,149.6455,149.6600,149.5900,149.6000,30294
2019-11-15 12:23:00,149.6800,149.6900,149.6500,149.6500,19332
2019-11-15 12:22:00,149.6712,149.6850,149.6500,149.6701,12645
2019-11-15 12:21:00,149.7099,149.7200,149.6700,149.6724,30605
2019-11-15 12:20:00,149.6700,149.7100,149.6600,149.7036,22719
2019-11-15 12:19:00,149.6872,149.7100,149.6600,149.6600,29730
2019-11-15 12:18:00,149.6550,149.6900,149.6500,149.6850,32455
2019-11-15 12:17:00,149.6400,149.6600,149.6400,149.6531,23682
2019-11-15 12:16:00,149.5600,149.6200,149.5600,149.6200,32032
2019-11-15 12:15:00,149.5900,149.6000,149.5700,149.5727,28327
2019-11-15 12:14:00,149.5600,149.6250,149.5600,149.5900,29314
2019-11-15 12:13:00,149.5658,149.5900,149.5600,149.5800,16304
2019-11-15 12:12:00,149.5700,149.5900,149.5500,149.5600,20238
2019-11-15 12:11:00,149.5800,149.5900,149.5600,149.5800,18761
2019-11-15 12:10:00,149.5954,149.6000,149.5600,149.5800,21630
2019-11-15 12:09:00,149.6050,149.6100,149.5740,149.6000,22184
2019-11-15 12:08:00,149.6600,149.6600,149.6100,149.6200,28631
2019-11-15 12:07:00,149.6900,149.7068,149.6400,149.6554,35447
2019-11-15 12:06:00,149.6674,149.6800,149.6600,149.6650,16215
2019-11-15 12:05:00,149.7260,149.7260,149.6500,149.6650,49397
2019-11-15 12:04:00,149.7400,149.7535,149.7000,149.7300,48010
2019-11-15 12:03:00,149.6850,149.7500,149.6837,149.7332,57216
2019-11-15 12:02:00,149.6299,149.7000,149.6200,149.6850,56467
2019-11-15 12:01:00,149.5737,149.6300,149.5700,149.6299,28815
